manifest_path,manifest_name,mode,session_label,sequence_name,request_ordinal,cli_wall_s,session_total_s,driver_total_s,outer_driver_overhead_s,execute_plan_bundle_s,worker_startup_s,worker_request_dispatch_s,worker_execute_s,worker_reply_s,execution_wall_s,import_real_stack_s,network_build_s,selected_plan_id,selection_source,correctness_status,execution_mode,worker_session_id,worker_warm,worker_request_index,persistent_used,fallback_used,bundle_hit
/home/ubuntu/quantum-workload-architecture/workloads/manifests/imported/ovh_v2/06_star_graph_phase_amplitude_heldout_low.yaml,06_star_graph_phase_amplitude_heldout_low.yaml,persistent_warm_bundle,06_star_graph_phase_amplitude_heldout_low.rep1,,2,0.593657971,0.593657971,0.22901825,0.164492591,0.068856495,1.17920443,0.000152263,0.06657844,3.364e-06,0.064525659,0.0,0.0093916,plan_1e9bb43cfe444bbb,plan_bundle_reuse,pass,persistent_executor,wrk_7a5b8420701f7d60,True,2,True,False,True
/home/ubuntu/quantum-workload-architecture/workloads/manifests/imported/ovh_v2/06_star_graph_phase_amplitude_heldout_low.yaml,06_star_graph_phase_amplitude_heldout_low.yaml,fresh,,,,2.156733733,2.156733733,1.447248226,1.397388831,0.051727532,0.0,0.0,0.0,0.0,0.049859395,9.007e-06,0.006196316,plan_1e9bb43cfe444bbb,plan_rank,pass,direct_executor,,,,False,False,False
/home/ubuntu/quantum-workload-architecture/workloads/manifests/imported/ovh_v2/06_star_graph_phase_amplitude_heldout_low.yaml,06_star_graph_phase_amplitude_heldout_low.yaml,plan_json,,,,2.13555943,2.13555943,1.399571653,1.34839343,0.053071642,0.0,0.0,0.0,0.0,0.051178223,8.336e-06,0.006382375,plan_1e9bb43cfe444bbb,plan_override,pass,direct_executor,,,,False,False,False
/home/ubuntu/quantum-workload-architecture/workloads/manifests/imported/ovh_v2/06_star_graph_phase_amplitude_heldout_low.yaml,06_star_graph_phase_amplitude_heldout_low.yaml,one_shot_bundle,,,,2.116879735,2.116879735,1.419863979,1.117769101,1.270569918,0.0,0.0,0.0,0.0,0.302094878,0.9665168,0.111860772,plan_1e9bb43cfe444bbb,plan_bundle_reuse,pass,direct_executor,,,,False,False,False
/home/ubuntu/quantum-workload-architecture/workloads/manifests/imported/ovh_v2/06_star_graph_phase_amplitude_heldout_low.yaml,06_star_graph_phase_amplitude_heldout_low.yaml,persistent_cold_bundle,06_star_graph_phase_amplitude_heldout_low.rep2,,1,0.830847592,1.94928989,0.420312575,0.184530435,0.242005887,1.118442298,0.000318726,0.238786712,3.111e-06,0.23578214,0.0,0.156289507,plan_1e9bb43cfe444bbb,plan_bundle_reuse,pass,persistent_executor,wrk_65b5df3729babe45,False,1,True,False,True
/home/ubuntu/quantum-workload-architecture/workloads/manifests/imported/ovh_v2/06_star_graph_phase_amplitude_heldout_low.yaml,06_star_graph_phase_amplitude_heldout_low.yaml,persistent_warm_bundle,06_star_graph_phase_amplitude_heldout_low.rep2,,2,0.658370667,0.658370667,0.274992023,0.184177368,0.096775582,1.118442298,0.000309599,0.093574145,2.967e-06,0.090814655,0.0,0.018119414,plan_1e9bb43cfe444bbb,plan_bundle_reuse,pass,persistent_executor,wrk_65b5df3729babe45,True,2,True,False,True
/home/ubuntu/quantum-workload-architecture/workloads/manifests/imported/ovh_v2/06_star_graph_phase_amplitude_heldout_low.yaml,06_star_graph_phase_amplitude_heldout_low.yaml,fresh,,,,2.300363435,2.300363435,1.535509755,1.483261016,0.054248936,0.0,0.0,0.0,0.0,0.052248739,9.144e-06,0.006402044,plan_1e9bb43cfe444bbb,plan_rank,pass,direct_executor,,,,False,False,False
/home/ubuntu/quantum-workload-architecture/workloads/manifests/imported/ovh_v2/06_star_graph_phase_amplitude_heldout_low.yaml,06_star_graph_phase_amplitude_heldout_low.yaml,plan_json,,,,2.118880669,2.118880669,1.422435302,1.369557117,0.054895525,0.0,0.0,0.0,0.0,0.052878185,9.548e-06,0.006276558,plan_1e9bb43cfe444bbb,plan_override,pass,direct_executor,,,,False,False,False
/home/ubuntu/quantum-workload-architecture/workloads/manifests/imported/ovh_v2/06_star_graph_phase_amplitude_heldout_low.yaml,06_star_graph_phase_amplitude_heldout_low.yaml,one_shot_bundle,,,,2.103878247,2.103878247,1.393237232,1.079609813,1.257696594,0.0,0.0,0.0,0.0,0.313627419,0.941973252,0.112550383,plan_1e9bb43cfe444bbb,plan_bundle_reuse,pass,direct_executor,,,,False,False,False
/home/ubuntu/quantum-workload-architecture/workloads/manifests/imported/ovh_v2/06_star_graph_phase_amplitude_heldout_low.yaml,06_star_graph_phase_amplitude_heldout_low.yaml,persistent_cold_bundle,06_star_graph_phase_amplitude_heldout_low.rep3,,1,0.764467668,1.907153303,0.390781519,0.16380499,0.232078933,1.142685635,0.000377521,0.229746048,7.726e-06,0.226976529,0.0,0.149402694,plan_1e9bb43cfe444bbb,plan_bundle_reuse,pass,persistent_executor,wrk_96b9b384a8947024,False,1,True,False,True
/home/ubuntu/quantum-workload-architecture/workloads/manifests/imported/ovh_v2/06_star_graph_phase_amplitude_heldout_low.yaml,06_star_graph_phase_amplitude_heldout_low.yaml,persistent_warm_bundle,06_star_graph_phase_amplitude_heldout_low.rep3,,2,0.639777345,0.639777345,0.272195681,0.184576031,0.093398298,1.142685635,0.000296031,0.090303595,2.966e-06,0.08761965,0.0,0.017152281,plan_1e9bb43cfe444bbb,plan_bundle_reuse,pass,persistent_executor,wrk_96b9b384a8947024,True,2,True,False,True
/home/ubuntu/quantum-workload-architecture/workloads/manifests/imported/ovh_v2/06_star_graph_phase_amplitude_heldout_low.yaml,06_star_graph_phase_amplitude_heldout_low.yaml,fresh,,,,2.323514965,2.323514965,1.56538479,1.512008387,0.055468762,0.0,0.0,0.0,0.0,0.053376403,1.1186e-05,0.006668795,plan_1e9bb43cfe444bbb,plan_rank,pass,direct_executor,,,,False,False,False
/home/ubuntu/quantum-workload-architecture/workloads/manifests/imported/ovh_v2/06_star_graph_phase_amplitude_heldout_low.yaml,06_star_graph_phase_amplitude_heldout_low.yaml,plan_json,,,,2.184395175,2.184395175,1.425611544,1.373653869,0.054042716,0.0,0.0,0.0,0.0,0.051957675,9.276e-06,0.006304622,plan_1e9bb43cfe444bbb,plan_override,pass,direct_executor,,,,False,False,False
/home/ubuntu/quantum-workload-architecture/workloads/manifests/imported/ovh_v2/06_star_graph_phase_amplitude_heldout_low.yaml,06_star_graph_phase_amplitude_heldout_low.yaml,one_shot_bundle,,,,2.278784955,2.278784955,1.513716469,1.172687981,1.347857518,0.0,0.0,0.0,0.0,0.341028488,1.004625708,0.131801175,plan_1e9bb43cfe444bbb,plan_bundle_reuse,pass,direct_executor,,,,False,False,False
/home/ubuntu/quantum-workload-architecture/workloads/manifests/imported/ovh_v2/06_star_graph_phase_amplitude_heldout_low.yaml,06_star_graph_phase_amplitude_heldout_low.yaml,persistent_cold_bundle,06_star_graph_phase_amplitude_heldout_low.rep4,,1,0.846788448,1.9258456449999999,0.415469529,0.181907382,0.239768067,1.079057197,0.000346276,0.236546425,3.028e-06,0.233562147,0.0,0.156090065,plan_1e9bb43cfe444bbb,plan_bundle_reuse,pass,persistent_executor,wrk_7e228c362c06d5f0,False,1,True,False,True
/home/ubuntu/quantum-workload-architecture/workloads/manifests/imported/ovh_v2/06_star_graph_phase_amplitude_heldout_low.yaml,06_star_graph_phase_amplitude_heldout_low.yaml,persistent_warm_bundle,06_star_graph_phase_amplitude_heldout_low.rep4,,2,0.641878776,0.641878776,0.267876061,0.190405836,0.08225236,1.079057197,0.00025673,0.079803471,2.872e-06,0.077470225,0.0,0.014657119,plan_1e9bb43cfe444bbb,plan_bundle_reuse,pass,persistent_executor,wrk_7e228c362c06d5f0,True,2,True,False,True
/home/ubuntu/quantum-workload-architecture/workloads/manifests/imported/ovh_v2/08_parity_iqp_batched_heldout_medium.yaml,08_parity_iqp_batched_heldout_medium.yaml,fresh,,,,2.106516382,2.106516382,1.395935959,1.090292903,0.30752617,0.0,0.0,0.0,0.0,0.305643056,5.086e-06,0.119606645,plan_7209297490c788dd,plan_rank,pass,direct_executor,,,,False,False,False
/home/ubuntu/quantum-workload-architecture/workloads/manifests/imported/ovh_v2/08_parity_iqp_batched_heldout_medium.yaml,08_parity_iqp_batched_heldout_medium.yaml,plan_json,,,,2.015536584,2.015536584,1.308996892,1.003017118,0.307771262,0.0,0.0,0.0,0.0,0.305979774,6.841e-06,0.113399665,plan_7209297490c788dd,plan_override,pass,direct_executor,,,,False,False,False
/home/ubuntu/quantum-workload-architecture/workloads/manifests/imported/ovh_v2/08_parity_iqp_batched_heldout_medium.yaml,08_parity_iqp_batched_heldout_medium.yaml,one_shot_bundle,,,,2.075395759,2.075395759,1.411189134,1.114194213,1.246528775,0.0,0.0,0.0,0.0,0.296994921,0.94760954,0.113281745,plan_7209297490c788dd,plan_bundle_reuse,pass,direct_executor,,,,False,False,False
/home/ubuntu/quantum-workload-architecture/workloads/manifests/imported/ovh_v2/08_parity_iqp_batched_heldout_medium.yaml,08_parity_iqp_batched_heldout_medium.yaml,persistent_cold_bundle,08_parity_iqp_batched_heldout_medium.rep0,,1,0.870703206,1.916145335,0.449835624,0.195103494,0.260843771,1.045442129,0.000356067,0.257414369,3.258e-06,0.25473213,0.0,0.18365519,plan_7209297490c788dd,plan_bundle_reuse,pass,persistent_executor,wrk_ef9f418356da8780,False,1,True,False,True
/home/ubuntu/quantum-workload-architecture/workloads/manifests/imported/ovh_v2/08_parity_iqp_batched_heldout_medium.yaml,08_parity_iqp_batched_heldout_medium.yaml,persistent_warm_bundle,08_parity_iqp_batched_heldout_medium.rep0,,2,0.58341359,0.58341359,0.169275305,0.114240822,0.058722871,1.045442129,0.000155598,0.056975059,2.883e-06,0.055034483,0.0,0.008750567,plan_7209297490c788dd,plan_bundle_reuse,pass,persistent_executor,wrk_ef9f418356da8780,True,2,True,False,True
/home/ubuntu/quantum-workload-architecture/workloads/manifests/imported/ovh_v2/08_parity_iqp_batched_heldout_medium.yaml,08_parity_iqp_batched_heldout_medium.yaml,fresh,,,,2.053231668,2.053231668,1.336119319,0.980946228,0.3570128,0.0,0.0,0.0,0.0,0.355173091,6.96e-06,0.11424744,plan_7209297490c788dd,plan_rank,pass,direct_executor,,,,False,False,False
/home/ubuntu/quantum-workload-architecture/workloads/manifests/imported/ovh_v2/08_parity_iqp_batched_heldout_medium.yaml,08_parity_iqp_batched_heldout_medium.yaml,plan_json,,,,2.141261907,2.141261907,1.457568333,1.072222742,0.387216972,0.0,0.0,0.0,0.0,0.385345591,6.882e-06,0.127405501,plan_7209297490c788dd,plan_override,pass,direct_executor,,,,False,False,False
/home/ubuntu/quantum-workload-architecture/workloads/manifests/imported/ovh_v2/08_parity_iqp_batched_heldout_medium.yaml,08_parity_iqp_batched_heldout_medium.yaml,one_shot_bundle,,,,2.065132291,2.065132291,1.401492053,1.092379776,1.308433354,0.0,0.0,0.0,0.0,0.309112277,0.997397934,0.115695984,plan_7209297490c788dd,plan_bundle_reuse,pass,direct_executor,,,,False,False,False
/home/ubuntu/quantum-workload-architecture/workloads/manifests/imported/ovh_v2/08_parity_iqp_batched_heldout_medium.yaml,08_parity_iqp_batched_heldout_medium.yaml,persistent_cold_bundle,08_parity_iqp_batched_heldout_medium.rep1,,1,0.770573956,1.836340823,0.326602003,0.1380263,0.192802156,1.065766867,0.000169149,0.190945008,2.957e-06,0.188575703,0.0,0.132549465,plan_7209297490c788dd,plan_bundle_reuse,pass,persistent_executor,wrk_eb228dbe71c287c0,False,1,True,False,True
/home/ubuntu/quantum-workload-architecture/workloads/manifests/imported/ovh_v2/08_parity_iqp_batched_heldout_medium.yaml,08_parity_iqp_batched_heldout_medium.yaml,persistent_warm_bundle,08_parity_iqp_batched_heldout_medium.rep1,,2,0.594481469,0.594481469,0.198993656,0.141630117,0.061161042,1.065766867,0.000159357,0.05952899,2.73e-06,0.057363539,0.0,0.008299276,plan_7209297490c788dd,plan_bundle_reuse,pass,persistent_executor,wrk_eb228dbe71c287c0,True,2,True,False,True
